xmin=-15,xmax=15
ymin=-22.5,ymax=22.5
zmin=-12.5,zmax=12.5
7.370001, 15.73, -11.256
7.48, 15.73, -11.329
7.59, 15.73, -11.295
8.360001, 15.73, -11.813
8.469999, 15.73, -11.868
8.58, 15.73, -11.932
8.690001, 15.73, -12.003
8.799999, 15.73, -12.059
8.91, 15.73, -12.114
9.02, 15.73, -12.162
9.130001, 15.73, -12.202
9.24, 15.73, -12.259
9.35, 15.73, -12.315
9.460001, 15.73, -12.367
9.57, 15.73, -12.424
-14.52, 15.84, -0.138
-14.41, 15.84, -0.206
-14.3, 15.84, -0.264
-14.19, 15.84, -0.321
-14.08, 15.84, -0.373
-13.97, 15.84, -0.411
-13.86, 15.84, -0.474
-13.75, 15.84, -0.524
-13.64, 15.84, -0.568
-13.53, 15.84, -0.612
-13.42, 15.84, -0.6810001
-13.31, 15.84, -0.737
-13.2, 15.84, -0.7870001
-13.09, 15.84, -0.8380001
-12.98, 15.84, -0.8940001
-12.87, 15.84, -0.9590001
-12.76, 15.84, -0.993
-12.65, 15.84, -1.025
-12.54, 15.84, -1.084
-12.43, 15.84, -1.142
-12.32, 15.84, -1.199
-12.21, 15.84, -1.255
-12.1, 15.84, -1.303
-11.99, 15.84, -1.34
-11.88, 15.84, -1.408
-11.77, 15.84, -1.458
-11.66, 15.84, -1.511
-11.55, 15.84, -1.559
-11.44, 15.84, -1.622
-11.33, 15.84, -1.684
-11.22, 15.84, -1.701
-9.79, 15.84, -2.409
-9.68, 15.84, -2.464
-9.57, 15.84, -2.517
-9.459999, 15.84, -2.577
-9.35, 15.84, -2.64
-9.24, 15.84, -2.69
-9.129999, 15.84, -2.749
-9.02, 15.84, -2.81
-8.91, 15.84, -2.854
-8.799999, 15.84, -2.896
-8.69, 15.84, -2.946
-8.58, 15.84, -3.002
-8.469999, 15.84, -3.062
-8.36, 15.84, -3.105
-8.25, 15.84, -3.158
-8.139999, 15.84, -3.231
-8.03, 15.84, -3.29
-7.92, 15.84, -3.344
-7.81, 15.84, -3.393
-7.7, 15.84, -3.428
-7.59, 15.84, -3.476
-7.48, 15.84, -3.546
-7.37, 15.84, -3.607
-7.26, 15.84, -3.662
-7.15, 15.84, -3.721
-1.76, 15.84, -6.438
-1.65, 15.84, -6.481
-1.54, 15.84, -6.556
-1.429999, 15.84, -6.619
-1.32, 15.84, -6.68
-1.21, 15.84, -6.73
-1.099999, 15.84, -6.784
-0.9899998, 15.84, -6.824
-0.8800001, 15.84, -6.893
-0.7699995, 15.84, -6.974
0.6599998, 15.84, -7.745
0.7700005, 15.84, -7.747
0.8800001, 15.84, -7.812
0.9899998, 15.84, -7.872
1.1, 15.84, -7.925
1.210001, 15.84, -8.014
1.32, 15.84, -8.052
1.43, 15.84, -8.110001
1.540001, 15.84, -8.17
1.65, 15.84, -8.241
1.76, 15.84, -8.285001
1.870001, 15.84, -8.34
1.98, 15.84, -8.391001
2.09, 15.84, -8.448
2.200001, 15.84, -8.498
2.309999, 15.84, -8.556001
2.42, 15.84, -8.619
2.530001, 15.84, -8.67
2.639999, 15.84, -8.729
2.75, 15.84, -8.794001
2.860001, 15.84, -8.847
2.969999, 15.84, -8.914001
3.08, 15.84, -8.963
3.190001, 15.84, -9.031
3.300001, 15.84, -9.101001
3.41, 15.84, -9.167001
3.52, 15.84, -9.205001
3.630001, 15.84, -9.267
3.74, 15.84, -9.344001
3.85, 15.84, -9.392
3.960001, 15.84, -9.440001
4.07, 15.84, -9.504001
4.18, 15.84, -9.546
4.290001, 15.84, -9.613001
4.4, 15.84, -9.689
4.51, 15.84, -9.746
4.620001, 15.84, -9.788
4.73, 15.84, -9.85
4.84, 15.84, -9.908001
4.950001, 15.84, -9.964001
5.059999, 15.84, -10.029
5.17, 15.84, -10.098
5.280001, 15.84, -10.159
5.389999, 15.84, -10.22
5.5, 15.84, -10.28
5.610001, 15.84, -10.335
5.719999, 15.84, -10.394
5.83, 15.84, -10.468
5.940001, 15.84, -10.522
6.049999, 15.84, -10.556
6.16, 15.84, -10.604
6.27, 15.84, -10.666
6.380001, 15.84, -10.738
6.49, 15.84, -10.811
6.6, 15.84, -10.871
6.710001, 15.84, -10.936
6.82, 15.84, -10.986
6.93, 15.84, -11.023
7.040001, 15.84, -11.102
7.15, 15.84, -11.177
7.26, 15.84, -11.229
7.370001, 15.84, -11.374
8.360001, 15.84, -11.82
8.469999, 15.84, -11.89
8.58, 15.84, -11.944
8.690001, 15.84, -11.991
8.799999, 15.84, -12.034
8.91, 15.84, -12.093
9.02, 15.84, -12.143
9.130001, 15.84, -12.169
9.24, 15.84, -12.242
9.35, 15.84, -12.323
9.460001, 15.84, -12.388
9.57, 15.84, -12.442
-14.52, 15.95, -0.146
-14.41, 15.95, -0.208
-14.3, 15.95, -0.268
-14.19, 15.95, -0.338
-14.08, 15.95, -0.432
-13.97, 15.95, -0.412
-13.86, 15.95, -0.462
-13.75, 15.95, -0.513
-13.64, 15.95, -0.546
-13.53, 15.95, -0.565
-13.42, 15.95, -0.633
-13.31, 15.95, -0.712
-13.2, 15.95, -0.78
-13.09, 15.95, -0.836
-12.98, 15.95, -0.887
-12.87, 15.95, -0.942
-12.76, 15.95, -0.9850001
-12.65, 15.95, -1.033
-12.54, 15.95, -1.088
-12.43, 15.95, -1.138
-12.32, 15.95, -1.191
-12.21, 15.95, -1.256
-12.1, 15.95, -1.319
-11.99, 15.95, -1.353
-11.88, 15.95, -1.408
-11.77, 15.95, -1.454
-11.66, 15.95, -1.503
-11.55, 15.95, -1.55
-11.44, 15.95, -1.637
-11.33, 15.95, -1.663
-11.22, 15.95, -1.717
-9.79, 15.95, -2.409
-9.68, 15.95, -2.464
-9.57, 15.95, -2.509
-9.459999, 15.95, -2.567
-9.35, 15.95, -2.636
-9.24, 15.95, -2.692
-9.129999, 15.95, -2.753
-9.02, 15.95, -2.8
-8.91, 15.95, -2.844
-8.799999, 15.95, -2.892
-8.69, 15.95, -2.953
-8.58, 15.95, -2.991
-8.469999, 15.95, -3.031
-8.36, 15.95, -3.096
-8.25, 15.95, -3.162
-8.139999, 15.95, -3.223
-8.03, 15.95, -3.277
-7.92, 15.95, -3.334
-7.81, 15.95, -3.388
-7.7, 15.95, -3.431
-7.59, 15.95, -3.482
-7.48, 15.95, -3.543
-7.37, 15.95, -3.599
-7.26, 15.95, -3.654
-7.15, 15.95, -3.713
-1.76, 15.95, -6.43
-1.65, 15.95, -6.49
-1.54, 15.95, -6.556
-1.429999, 15.95, -6.596
-1.32, 15.95, -6.653
-1.21, 15.95, -6.722
-1.099999, 15.95, -6.788
-0.9899998, 15.95, -6.824
-0.8800001, 15.95, -6.893
-0.7699995, 15.95, -6.936
0.7700005, 15.95, -7.763
0.8800001, 15.95, -7.822001
0.9899998, 15.95, -7.875
1.1, 15.95, -7.921
1.210001, 15.95, -7.984
1.32, 15.95, -8.044001
1.43, 15.95, -8.139
1.540001, 15.95, -8.157001
1.65, 15.95, -8.215
1.76, 15.95, -8.29
1.870001, 15.95, -8.358001
1.98, 15.95, -8.398001
2.09, 15.95, -8.436001
2.200001, 15.95, -8.498
2.309999, 15.95, -8.565001
2.42, 15.95, -8.625
2.530001, 15.95, -8.676001
2.639999, 15.95, -8.735001
2.75, 15.95, -8.797001
2.860001, 15.95, -8.863001
2.969999, 15.95, -8.929001
3.08, 15.95, -8.967
3.190001, 15.95, -9.029
3.300001, 15.95, -9.105
3.41, 15.95, -9.175
3.52, 15.95, -9.215
3.630001, 15.95, -9.236
3.74, 15.95, -9.316
3.85, 15.95, -9.400001
3.960001, 15.95, -9.444
4.07, 15.95, -9.506001
4.18, 15.95, -9.552
4.290001, 15.95, -9.610001
4.4, 15.95, -9.693001
4.51, 15.95, -9.733001
4.620001, 15.95, -9.783
4.73, 15.95, -9.836
4.84, 15.95, -9.911
4.950001, 15.95, -9.973001
5.059999, 15.95, -10.035
5.17, 15.95, -10.103
5.280001, 15.95, -10.162
5.389999, 15.95, -10.212
5.5, 15.95, -10.278
5.610001, 15.95, -10.343
5.719999, 15.95, -10.385
5.83, 15.95, -10.43
5.940001, 15.95, -10.498
6.049999, 15.95, -10.571
6.16, 15.95, -10.61
6.27, 15.95, -10.662
6.380001, 15.95, -10.741
6.49, 15.95, -10.809
6.6, 15.95, -10.851
6.710001, 15.95, -10.912
6.82, 15.95, -10.961
6.93, 15.95, -11.028
7.040001, 15.95, -11.026
7.15, 15.95, -10.974
8.360001, 15.95, -11.81
8.469999, 15.95, -11.862
8.58, 15.95, -11.915
8.690001, 15.95, -11.991
8.799999, 15.95, -12.06
8.91, 15.95, -12.093
9.02, 15.95, -12.134
9.130001, 15.95, -12.193
9.24, 15.95, -12.243
9.35, 15.95, -12.324
9.460001, 15.95, -12.391
9.57, 15.95, -12.445
-14.52, 16.06, -0.154
-14.41, 16.06, -0.203
-14.3, 16.06, -0.257
-14.19, 16.06, -0.298
-14.08, 16.06, -0.361
-13.97, 16.06, -0.412
-13.86, 16.06, -0.465
-13.75, 16.06, -0.512
-13.64, 16.06, -0.552
-13.53, 16.06, -0.606
-13.42, 16.06, -0.647
-13.31, 16.06, -0.708
-13.2, 16.06, -0.77
-13.09, 16.06, -0.8200001
-12.98, 16.06, -0.8750001
-12.87, 16.06, -0.923
-12.76, 16.06, -0.965
-12.65, 16.06, -1.033
-12.54, 16.06, -1.087
-12.43, 16.06, -1.131
-12.32, 16.06, -1.178
-12.21, 16.06, -1.256
-12.1, 16.06, -1.33
-11.99, 16.06, -1.341
-11.88, 16.06, -1.382
-11.77, 16.06, -1.469
-11.66, 16.06, -1.507
-11.55, 16.06, -1.558
-11.44, 16.06, -1.611
-11.33, 16.06, -1.66
-11.22, 16.06, -1.722
-11.11, 16.06, -1.783
-11, 16.06, -1.81
-9.68, 16.06, -2.463
-9.57, 16.06, -2.513
-9.459999, 16.06, -2.566
-9.35, 16.06, -2.629
-9.24, 16.06, -2.69
-9.129999, 16.06, -2.729
-9.02, 16.06, -2.779
-8.91, 16.06, -2.849
-8.799999, 16.06, -2.902
-8.69, 16.06, -2.939
-8.58, 16.06, -2.988
-8.469999, 16.06, -3.032
-8.36, 16.06, -3.096
-8.25, 16.06, -3.16
-8.139999, 16.06, -3.214
-8.03, 16.06, -3.272
-7.92, 16.06, -3.328
-7.81, 16.06, -3.385
-7.7, 16.06, -3.448
-7.59, 16.06, -3.501
-7.48, 16.06, -3.548
-7.37, 16.06, -3.599
-7.26, 16.06, -3.653
-7.15, 16.06, -3.717
-1.76, 16.06, -6.429
-1.65, 16.06, -6.5
-1.54, 16.06, -6.556
-1.429999, 16.06, -6.601
-1.32, 16.06, -6.665
-1.21, 16.06, -6.714
-1.099999, 16.06, -6.772
-0.9899998, 16.06, -6.825
-0.8800001, 16.06, -6.893
-0.7699995, 16.06, -6.95
0.7700005, 16.06, -7.752
0.8800001, 16.06, -7.788001
0.9899998, 16.06, -7.860001
1.1, 16.06, -7.916
1.210001, 16.06, -7.984
1.32, 16.06, -8.031
1.43, 16.06, -8.101001
1.540001, 16.06, -8.161
1.65, 16.06, -8.223001
1.76, 16.06, -8.285001
1.870001, 16.06, -8.346001
1.98, 16.06, -8.402
2.09, 16.06, -8.451
2.200001, 16.06, -8.508
2.309999, 16.06, -8.566
2.42, 16.06, -8.620001
2.530001, 16.06, -8.678
2.639999, 16.06, -8.734
2.75, 16.06, -8.808001
2.860001, 16.06, -8.879001
2.969999, 16.06, -8.936001
3.08, 16.06, -8.963
3.190001, 16.06, -9.061001
3.300001, 16.06, -9.109
3.41, 16.06, -9.163
3.52, 16.06, -9.204
3.630001, 16.06, -9.252001
3.74, 16.06, -9.319
3.85, 16.06, -9.386001
3.960001, 16.06, -9.439
4.07, 16.06, -9.503
4.18, 16.06, -9.558001
4.290001, 16.06, -9.615001
4.4, 16.06, -9.677
4.51, 16.06, -9.732
4.620001, 16.06, -9.784
4.73, 16.06, -9.84
4.84, 16.06, -9.916
4.950001, 16.06, -9.984
5.059999, 16.06, -10.041
5.17, 16.06, -10.095
5.280001, 16.06, -10.149
5.389999, 16.06, -10.208
5.5, 16.06, -10.273
5.610001, 16.06, -10.329
5.719999, 16.06, -10.38
5.83, 16.06, -10.423
5.940001, 16.06, -10.5
6.049999, 16.06, -10.567
6.16, 16.06, -10.635
6.27, 16.06, -10.694
6.380001, 16.06, -10.758
6.49, 16.06, -10.815
6.6, 16.06, -10.853
6.710001, 16.06, -10.921
8.360001, 16.06, -11.801
8.469999, 16.06, -11.893
8.58, 16.06, -11.933
8.690001, 16.06, -11.955
8.799999, 16.06, -12.034
8.91, 16.06, -12.113
9.02, 16.06, -12.17
9.130001, 16.06, -12.209
9.24, 16.06, -12.263
9.35, 16.06, -12.327
9.460001, 16.06, -12.379
-14.52, 16.17, -0.158
-14.41, 16.17, -0.201
-14.3, 16.17, -0.251
-14.19, 16.17, -0.298
-14.08, 16.17, -0.345
-13.97, 16.17, -0.407
-13.86, 16.17, -0.462
-13.75, 16.17, -0.5100001
-13.64, 16.17, -0.566
-13.53, 16.17, -0.6020001
-13.42, 16.17, -0.657
-13.31, 16.17, -0.701
-13.2, 16.17, -0.753
-13.09, 16.17, -0.8200001
-12.98, 16.17, -0.873
-12.87, 16.17, -0.9160001
-12.76, 16.17, -0.96
-12.65, 16.17, -1.027
-12.54, 16.17, -1.083
-12.43, 16.17, -1.126
-12.32, 16.17, -1.171
-12.21, 16.17, -1.243
-12.1, 16.17, -1.303
-11.99, 16.17, -1.344
-11.88, 16.17, -1.39
-11.77, 16.17, -1.443
-11.66, 16.17, -1.5
-11.55, 16.17, -1.549
-11.44, 16.17, -1.623
-11.33, 16.17, -1.665
-11.22, 16.17, -1.705
-11.11, 16.17, -1.771
-11, 16.17, -1.813
-9.57, 16.17, -2.516
-9.459999, 16.17, -2.567
-9.35, 16.17, -2.612
-9.24, 16.17, -2.681
-9.129999, 16.17, -2.741
-9.02, 16.17, -2.777
-8.91, 16.17, -2.825
-8.799999, 16.17, -2.881
-8.69, 16.17, -2.941
-8.58, 16.17, -2.99
-8.469999, 16.17, -3.04
-8.36, 16.17, -3.099
-8.25, 16.17, -3.154
-8.139999, 16.17, -3.21
-8.03, 16.17, -3.273
-7.92, 16.17, -3.337
-7.81, 16.17, -3.391
-7.7, 16.17, -3.454
-7.59, 16.17, -3.502
-7.48, 16.17, -3.549
-7.37, 16.17, -3.609
-7.26, 16.17, -3.659
-7.15, 16.17, -3.718
-1.76, 16.17, -6.418
-1.65, 16.17, -6.482
-1.54, 16.17, -6.537
-1.429999, 16.17, -6.598001
-1.32, 16.17, -6.667
-1.21, 16.17, -6.72
-1.099999, 16.17, -6.771
-0.9899998, 16.17, -6.833
-0.8800001, 16.17, -6.883
-0.7699995, 16.17, -6.931
0.7700005, 16.17, -7.737
0.8800001, 16.17, -7.798
0.9899998, 16.17, -7.836
1.1, 16.17, -7.916
1.210001, 16.17, -7.960001
1.32, 16.17, -8.030001
1.43, 16.17, -8.098001
1.540001, 16.17, -8.154
1.65, 16.17, -8.221001
1.76, 16.17, -8.279
1.870001, 16.17, -8.328
1.98, 16.17, -8.401
2.09, 16.17, -8.468
2.200001, 16.17, -8.52
2.309999, 16.17, -8.562
2.42, 16.17, -8.612
2.530001, 16.17, -8.675
2.639999, 16.17, -8.732
2.75, 16.17, -8.795
2.860001, 16.17, -8.851001
2.969999, 16.17, -8.922001
3.08, 16.17, -8.968
3.190001, 16.17, -9.026
3.300001, 16.17, -9.091001
3.41, 16.17, -9.135
3.52, 16.17, -9.200001
3.630001, 16.17, -9.268001
3.74, 16.17, -9.326
3.85, 16.17, -9.379001
3.960001, 16.17, -9.433001
4.07, 16.17, -9.492001
4.18, 16.17, -9.552
4.290001, 16.17, -9.608001
4.4, 16.17, -9.660001
4.51, 16.17, -9.736
4.620001, 16.17, -9.786
4.73, 16.17, -9.847
4.84, 16.17, -9.918
4.950001, 16.17, -9.981001
5.059999, 16.17, -10.026
5.17, 16.17, -10.071
5.280001, 16.17, -10.134
5.389999, 16.17, -10.209
5.5, 16.17, -10.264
5.610001, 16.17, -10.327
5.719999, 16.17, -10.405
5.83, 16.17, -10.45
5.940001, 16.17, -10.517
6.049999, 16.17, -10.587
6.16, 16.17, -10.639
6.27, 16.17, -10.692
6.380001, 16.17, -10.762
6.49, 16.17, -10.825
8.360001, 16.17, -11.827
8.469999, 16.17, -11.892
8.58, 16.17, -11.929
8.690001, 16.17, -11.952
8.799999, 16.17, -12.039
8.91, 16.17, -12.1
9.02, 16.17, -12.159
9.130001, 16.17, -12.221
9.24, 16.17, -12.273
9.35, 16.17, -12.338
9.460001, 16.17, -12.391
-14.52, 16.28, -0.138
-14.41, 16.28, -0.219
-14.3, 16.28, -0.237
-14.19, 16.28, -0.298
-14.08, 16.28, -0.347
-13.97, 16.28, -0.407
-13.86, 16.28, -0.448
-13.75, 16.28, -0.508
-13.64, 16.28, -0.558
-13.53, 16.28, -0.596
-13.42, 16.28, -0.659
-13.31, 16.28, -0.698
-13.2, 16.28, -0.757
-13.09, 16.28, -0.823
-12.98, 16.28, -0.873
-12.87, 16.28, -0.914
-12.76, 16.28, -0.964
-12.65, 16.28, -1.023
-12.54, 16.28, -1.076
-12.43, 16.28, -1.114
-12.32, 16.28, -1.171
-12.21, 16.28, -1.239
-12.1, 16.28, -1.283
-11.99, 16.28, -1.351
-11.88, 16.28, -1.407
-11.77, 16.28, -1.452
-11.66, 16.28, -1.488
-11.55, 16.28, -1.548
-11.44, 16.28, -1.605
-11.33, 16.28, -1.661
-11.22, 16.28, -1.709
-11.11, 16.28, -1.745
-11, 16.28, -1.815
-10.89, 16.28, -1.852
-9.57, 16.28, -2.493
-9.459999, 16.28, -2.551
-9.35, 16.28, -2.622
-9.24, 16.28, -2.663
-9.129999, 16.28, -2.709
-9.02, 16.28, -2.771
-8.91, 16.28, -2.82
-8.799999, 16.28, -2.878
-8.69, 16.28, -2.942
-8.58, 16.28, -2.993
-8.469999, 16.28, -3.052
-8.36, 16.28, -3.11
-8.25, 16.28, -3.158
-8.139999, 16.28, -3.211
-8.03, 16.28, -3.273
-7.92, 16.28, -3.334
-7.81, 16.28, -3.389
-7.7, 16.28, -3.445
-7.59, 16.28, -3.487
-7.48, 16.28, -3.529
-7.37, 16.28, -3.586
-7.26, 16.28, -3.645
-7.15, 16.28, -3.71
-1.76, 16.28, -6.424
-1.65, 16.28, -6.478
-1.54, 16.28, -6.525
-1.429999, 16.28, -6.582
-1.32, 16.28, -6.65
-1.21, 16.28, -6.717
-1.099999, 16.28, -6.774
-0.9899998, 16.28, -6.83
-0.8800001, 16.28, -6.887001
-0.7699995, 16.28, -6.932
0.6599998, 16.28, -7.667
0.7700005, 16.28, -7.729001
0.8800001, 16.28, -7.793
0.9899998, 16.28, -7.851
1.1, 16.28, -7.929
1.210001, 16.28, -7.972001
1.32, 16.28, -8.038
1.43, 16.28, -8.096001
1.540001, 16.28, -8.136001
1.65, 16.28, -8.22
1.76, 16.28, -8.274
1.870001, 16.28, -8.326
1.98, 16.28, -8.389
2.09, 16.28, -8.464001
2.200001, 16.28, -8.521001
2.309999, 16.28, -8.571
2.42, 16.28, -8.63
2.530001, 16.28, -8.687
2.639999, 16.28, -8.72
2.75, 16.28, -8.772
2.860001, 16.28, -8.842
2.969999, 16.28, -8.910001
3.08, 16.28, -8.969001
3.190001, 16.28, -9.032001
3.300001, 16.28, -9.092
3.41, 16.28, -9.133
3.52, 16.28, -9.199
3.630001, 16.28, -9.268001
3.74, 16.28, -9.322001
3.85, 16.28, -9.376
3.960001, 16.28, -9.433001
4.07, 16.28, -9.487
4.18, 16.28, -9.548
4.290001, 16.28, -9.603001
4.4, 16.28, -9.657001
4.51, 16.28, -9.727
4.620001, 16.28, -9.782001
4.73, 16.28, -9.843
4.84, 16.28, -9.92
4.950001, 16.28, -9.985001
5.059999, 16.28, -10.039
5.17, 16.28, -10.105
5.280001, 16.28, -10.155
5.389999, 16.28, -10.185
5.5, 16.28, -10.269
5.610001, 16.28, -10.349
5.719999, 16.28, -10.387
5.83, 16.28, -10.451
5.940001, 16.28, -10.51
6.049999, 16.28, -10.573
6.16, 16.28, -10.628
6.27, 16.28, -10.687
6.380001, 16.28, -10.757
8.360001, 16.28, -11.84
8.469999, 16.28, -11.886
8.58, 16.28, -11.926
8.690001, 16.28, -11.975
8.799999, 16.28, -12.053
8.91, 16.28, -12.075
9.02, 16.28, -12.122
9.130001, 16.28, -12.22
9.24, 16.28, -12.272
9.35, 16.28, -12.348
9.460001, 16.28, -12.427
-14.52, 16.39, -0.143
-14.41, 16.39, -0.2
-14.3, 16.39, -0.243
-14.19, 16.39, -0.294
-14.08, 16.39, -0.339
-13.97, 16.39, -0.402
-13.86, 16.39, -0.444
-13.75, 16.39, -0.503
-13.64, 16.39, -0.551
-13.53, 16.39, -0.596
-13.42, 16.39, -0.652
-13.31, 16.39, -0.692
-13.2, 16.39, -0.765
-13.09, 16.39, -0.8150001
-12.98, 16.39, -0.8650001
-12.87, 16.39, -0.91
-12.76, 16.39, -0.956
-12.65, 16.39, -1.012
-12.54, 16.39, -1.063
-12.43, 16.39, -1.117
-12.32, 16.39, -1.173
-12.21, 16.39, -1.222
-12.1, 16.39, -1.289
-11.99, 16.39, -1.34
-11.88, 16.39, -1.406
-11.77, 16.39, -1.447
-11.66, 16.39, -1.498
-11.55, 16.39, -1.547
-11.44, 16.39, -1.591
-11.33, 16.39, -1.649
-11.22, 16.39, -1.702
-11.11, 16.39, -1.736
-11, 16.39, -1.81
-10.89, 16.39, -1.86
-10.78, 16.39, -1.897
-9.57, 16.39, -2.528
-9.459999, 16.39, -2.552
-9.35, 16.39, -2.595
-9.24, 16.39, -2.659
-9.129999, 16.39, -2.702
-9.02, 16.39, -2.753
-8.91, 16.39, -2.806
-8.799999, 16.39, -2.862
-8.69, 16.39, -2.922
-8.58, 16.39, -2.982
-8.469999, 16.39, -3.047
-8.36, 16.39, -3.106
-8.25, 16.39, -3.156
-8.139999, 16.39, -3.207
-8.03, 16.39, -3.264
-7.92, 16.39, -3.315
-7.81, 16.39, -3.37
-7.7, 16.39, -3.429
-7.59, 16.39, -3.486
-7.48, 16.39, -3.538
-7.37, 16.39, -3.587
-7.26, 16.39, -3.636
-7.15, 16.39, -3.698
-1.76, 16.39, -6.445
-1.65, 16.39, -6.478
-1.54, 16.39, -6.544
-1.429999, 16.39, -6.601
-1.32, 16.39, -6.652
-1.21, 16.39, -6.718
-1.099999, 16.39, -6.779
-0.9899998, 16.39, -6.827
-0.8800001, 16.39, -6.889
-0.7699995, 16.39, -6.952
0.7700005, 16.39, -7.738
0.8800001, 16.39, -7.806
0.9899998, 16.39, -7.864
1.1, 16.39, -7.928
1.210001, 16.39, -7.982
1.32, 16.39, -8.043
1.43, 16.39, -8.095
1.540001, 16.39, -8.127001
1.65, 16.39, -8.218
1.76, 16.39, -8.269
1.870001, 16.39, -8.329
1.98, 16.39, -8.372001
2.09, 16.39, -8.444
2.200001, 16.39, -8.506001
2.309999, 16.39, -8.562
2.42, 16.39, -8.629001
2.530001, 16.39, -8.687
2.639999, 16.39, -8.747001
2.75, 16.39, -8.779
2.860001, 16.39, -8.865001
2.969999, 16.39, -8.913
3.08, 16.39, -8.979
3.190001, 16.39, -9.039001
3.300001, 16.39, -9.093
3.41, 16.39, -9.134001
3.52, 16.39, -9.194
3.630001, 16.39, -9.261001
3.74, 16.39, -9.314
3.85, 16.39, -9.369
3.960001, 16.39, -9.434
4.07, 16.39, -9.493
4.18, 16.39, -9.552
4.290001, 16.39, -9.614
4.4, 16.39, -9.673
4.51, 16.39, -9.707001
4.620001, 16.39, -9.77
4.73, 16.39, -9.848001
4.84, 16.39, -9.915001
4.950001, 16.39, -9.97
5.059999, 16.39, -10.019
5.17, 16.39, -10.085
5.280001, 16.39, -10.153
5.389999, 16.39, -10.199
5.5, 16.39, -10.262
5.610001, 16.39, -10.323
5.719999, 16.39, -10.377
5.83, 16.39, -10.449
5.940001, 16.39, -10.516
6.049999, 16.39, -10.564
6.16, 16.39, -10.621
8.25, 16.39, -11.77
8.360001, 16.39, -11.831
8.469999, 16.39, -11.872
8.58, 16.39, -11.916
8.690001, 16.39, -11.98
8.799999, 16.39, -12.052
8.91, 16.39, -12.081
9.02, 16.39, -12.115
9.130001, 16.39, -12.202
9.24, 16.39, -12.278
9.35, 16.39, -12.339
9.460001, 16.39, -12.398
-14.52, 16.5, -0.158
-14.41, 16.5, -0.195
-14.3, 16.5, -0.236
-14.19, 16.5, -0.294
-14.08, 16.5, -0.331
-13.97, 16.5, -0.39
-13.86, 16.5, -0.442
-13.75, 16.5, -0.507
-13.64, 16.5, -0.5560001
-13.53, 16.5, -0.6070001
-13.42, 16.5, -0.646
-13.31, 16.5, -0.688
-13.2, 16.5, -0.752
-13.09, 16.5, -0.811
-12.98, 16.5, -0.858
-12.87, 16.5, -0.913
-12.76, 16.5, -0.9630001
-12.65, 16.5, -1.019
-12.54, 16.5, -1.072
-12.43, 16.5, -1.12
-12.32, 16.5, -1.184
-12.21, 16.5, -1.219
-12.1, 16.5, -1.276
-11.99, 16.5, -1.333
-11.88, 16.5, -1.389
-11.77, 16.5, -1.454
-11.66, 16.5, -1.501
-11.55, 16.5, -1.536
-11.44, 16.5, -1.58
-11.33, 16.5, -1.644
-11.22, 16.5, -1.695
-11.11, 16.5, -1.735
-11, 16.5, -1.798
-10.89, 16.5, -1.859
-10.78, 16.5, -1.906
-10.67, 16.5, -1.952
-9.459999, 16.5, -2.511
-9.35, 16.5, -2.591
-9.24, 16.5, -2.657
-9.129999, 16.5, -2.709
-9.02, 16.5, -2.765
-8.91, 16.5, -2.814
-8.799999, 16.5, -2.872
-8.69, 16.5, -2.921
-8.58, 16.5, -2.971
-8.469999, 16.5, -3.031
-8.36, 16.5, -3.093
-8.25, 16.5, -3.145
-8.139999, 16.5, -3.193
-8.03, 16.5, -3.252
-7.92, 16.5, -3.323
-7.81, 16.5, -3.383
-7.7, 16.5, -3.411
-7.59, 16.5, -3.453
-7.48, 16.5, -3.524
-7.37, 16.5, -3.586
-7.26, 16.5, -3.634
-7.15, 16.5, -3.682
-1.76, 16.5, -6.431
-1.65, 16.5, -6.48
-1.54, 16.5, -6.554
-1.429999, 16.5, -6.614
-1.32, 16.5, -6.655
-1.21, 16.5, -6.717
-1.099999, 16.5, -6.78
-0.9899998, 16.5, -6.829
-0.8800001, 16.5, -6.873
-0.7699995, 16.5, -6.945
0.7700005, 16.5, -7.755001
0.8800001, 16.5, -7.824
0.9899998, 16.5, -7.873
1.1, 16.5, -7.925
1.210001, 16.5, -7.982
1.32, 16.5, -8.035001
1.43, 16.5, -8.099
1.540001, 16.5, -8.134001
1.65, 16.5, -8.205
1.76, 16.5, -8.267
1.870001, 16.5, -8.309
1.98, 16.5, -8.378
2.09, 16.5, -8.428
2.200001, 16.5, -8.490001
2.309999, 16.5, -8.566
2.42, 16.5, -8.628
2.530001, 16.5, -8.679001
2.639999, 16.5, -8.739
2.75, 16.5, -8.787001
2.860001, 16.5, -8.866
2.969999, 16.5, -8.914001
3.08, 16.5, -8.976001
3.190001, 16.5, -9.041
3.300001, 16.5, -9.091001
3.41, 16.5, -9.136001
3.52, 16.5, -9.199
3.630001, 16.5, -9.263
3.74, 16.5, -9.312
3.85, 16.5, -9.366
3.960001, 16.5, -9.437
4.07, 16.5, -9.503
4.18, 16.5, -9.556001
4.290001, 16.5, -9.627001
4.4, 16.5, -9.687
4.51, 16.5, -9.725
4.620001, 16.5, -9.788
4.73, 16.5, -9.836
4.84, 16.5, -9.896001
4.950001, 16.5, -9.956
5.059999, 16.5, -10.021
5.17, 16.5, -10.085
5.280001, 16.5, -10.149
5.389999, 16.5, -10.214
5.5, 16.5, -10.263
5.610001, 16.5, -10.31
